PowerHub Data Log,"Created 12/13/2019, 19:06:52"
,Hint: Trends in power consumption can be seen easier if you use your favorite spreadsheet program's graphing tools.
Date / Time (UTC -8),Voltage,Current,Power Factor,Wattage,Notification Triggered?
12/12/2019 21:41:08,221.4,0.0,0.0,0.0,False
12/12/2019 21:41:10,221.7,0.0,0.0,0.0,False
12/12/2019 21:41:12,221.4,0.0,0.0,0.0,False
12/12/2019 21:41:14,221.5,0.0,0.0,0.0,False
12/12/2019 21:41:16,221.5,0.0,0.0,0.0,False
12/12/2019 21:41:18,221.1,0.0,0.0,0.0,False
12/12/2019 21:41:21,221.7,0.0,0.0,0.0,False
12/12/2019 21:41:23,221.7,0.0,0.0,0.0,False
12/12/2019 21:41:25,221.3,0.0,0.0,0.0,False
12/12/2019 21:41:27,221.5,0.0,0.0,0.0,False
12/12/2019 21:41:29,222.0,0.0,0.0,0.0,False
12/12/2019 21:41:32,222.0,0.0,0.0,0.0,False
12/12/2019 21:41:34,222.1,0.0,0.0,0.0,False
12/12/2019 21:41:36,222.9,0.0,0.0,0.0,False
12/12/2019 21:41:38,222.9,0.0,0.0,0.0,False
12/12/2019 21:41:41,223.1,0.0,0.0,0.0,False
12/12/2019 21:41:43,222.9,0.0,0.0,0.0,False
12/12/2019 21:41:45,222.9,0.0,0.0,0.0,False
12/12/2019 21:41:47,223.0,0.0,0.0,0.0,False
12/12/2019 21:41:49,222.9,0.0,0.0,0.0,False
12/12/2019 21:41:51,222.6,0.0,0.0,0.0,False
12/12/2019 21:41:53,222.0,0.0,0.0,0.0,False
12/12/2019 21:41:55,221.2,0.0,0.0,0.0,False
12/12/2019 21:41:57,221.3,0.0,0.0,0.0,False
12/12/2019 21:42:00,221.7,0.0,0.0,0.0,False
12/12/2019 21:42:02,224.3,0.0,0.0,0.0,False
12/12/2019 21:42:04,224.2,0.0,0.0,0.0,False
12/12/2019 21:42:06,224.1,0.0,0.0,0.0,False
12/12/2019 21:42:08,224.1,0.0,0.0,0.0,False
12/12/2019 21:42:10,224.0,0.0,0.0,0.0,False
